ATMGNN_AGW_MMR_False,0,4.20104,2.02047,4.20104,50.24367,7.08828,0.78622
ATMGNN_AGW_MMR_False,1,4.58507,1.56910,4.58507,52.12631,7.21985,0.78023
ATMGNN_AGW_MMR_False,2,5.06343,2.86886,5.06343,77.93610,8.82814,0.69794
ATMGNN_AGW_MMR_False,3,5.21108,2.40647,5.21108,76.07350,8.72201,0.71437
ATMGNN_AGW_MMR_False,4,6.34136,4.42952,6.34136,134.59940,11.60170,0.54442
ATMGNN_AGW_MMR_False,5,5.62944,1.69583,5.62944,76.35673,8.73823,0.70393
ATMGNN_AGW_MMR_False,6,5.88564,2.09723,5.88564,85.46208,9.24457,0.67746
ATMGNN_Diff_AGW_MMR_False,0,4.38397,1.86673,4.38397,45.59999,6.75278,0.80627
ATMGNN_Diff_AGW_MMR_False,1,5.36530,3.16616,5.36530,76.38699,8.73997,0.72539
ATMGNN_Diff_AGW_MMR_False,2,5.09859,2.02979,5.09859,63.21118,7.95055,0.74884
ATMGNN_Diff_AGW_MMR_False,3,5.30760,3.14494,5.30760,75.71606,8.70150,0.71733
ATMGNN_Diff_AGW_MMR_False,4,5.26502,1.76446,5.26502,60.29357,7.76489,0.76518
ATMGNN_Diff_AGW_MMR_False,5,5.47004,2.39971,5.47004,78.43942,8.85660,0.72535
ATMGNN_Diff_AGW_MMR_False,6,5.66135,2.45671,5.66135,72.27879,8.50169,0.73733
